id,name,type,description,prerequisites,prerequisite_feats,benefit,normal,special,source,fulltext,teamwork,critical,grit,style,performance,racial,companion_familiar,race_name,note,goal,completion_benefit,multiples,suggested_traits,prerequisite_skills,panache,betrayal,targeting,esoteric,stare,weapon_mastery,item_mastery,armor_mastery,shield_mastery
162,Tower Shield Proficiency,Combat,You are trained in how to properly use a tower shield.,Shield Proficiency.,Shield Proficiency,"When you use a tower shield, the shield's armor check penalty only applies to Strength and Dexterity-based skills.","A character using a shield with which he is not proficient takes the shield's armor check penalty on attack rolls and on all skill checks that involve moving, including Ride.",Fighters automatically have Tower Shield Proficiency as a bonus feat. They need not select it.,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Tower Shield Proficiency (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are trained in how to properly use a tower shield.<h5><b>Prerequisites: </b>Shield Proficiency.</h5><h5><b>Benefit: </b>When you use a tower shield, the shield's armor check penalty only applies to Strength and Dexterity-based skills.</h5><h5><b>Normal: </b>A character using a shield with which he is not proficient takes the shield's armor check penalty on attack rolls and on all skill checks that involve moving, including Ride.</h5><h5><b>Special: </b>Fighters automatically have Tower Shield Proficiency as a bonus feat. They need not select it.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
163,Trample,Combat,"While mounted, you can ride down opponents and trample them under your mount.","Ride 1 rank, Mounted Combat.",Mounted Combat,"When you attempt to overrun an opponent while mounted, your target may not choose to avoid you. Your mount may make one hoof attack against any target you knock down, gaining the standard +4 bonus on attack rolls against prone targets.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Trample (Combat)</p><div style=""clear: both;""></div></div><div><h5>While mounted, you can ride down opponents and trample them under your mount.<h5><b>Prerequisites: </b>Ride 1 rank, Mounted Combat.</h5><h5><b>Benefit: </b>When you attempt to overrun an opponent while mounted, your target may not choose to avoid you. Your mount may make one hoof attack against any target you knock down, gaining the standard +4 bonus on attack rolls against prone targets.</h5></div>",0,0,0,0,0,0,0,,,,,0,,Ride 1,0,0,0,0,0,0,0,0,0
164,Turn Undead,General,"Calling upon higher powers, you cause undead to flee from the might of your unleashed divine energy.",Channel positive energy class feature.,,"You can, as a standard action, use one of your uses of channel positive energy to cause all undead within 30 feet of you to flee, as if panicked. Undead receive a Will save to negate the effect. The DC for this Will save is equal to 10 + 1/2 your cleric level + your Charisma modifier. Undead that fail their save flee for 1 minute. Intelligent undead receive a new saving throw each round to end the effect. If you use channel energy in this way, it has no other effect (it does not heal or harm nearby creatures).",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Turn Undead</p><div style=""clear: both;""></div></div><div><h5>Calling upon higher powers, you cause undead to flee from the might of your unleashed divine energy.<h5><b>Prerequisites: </b>Channel positive energy class feature.</h5><h5><b>Benefit: </b>You can, as a standard action, use one of your uses of channel positive energy to cause all undead within 30 feet of you to flee, as if panicked. Undead receive a Will save to negate the effect. The DC for this Will save is equal to 10 + 1/2 your cleric level + your Charisma modifier. Undead that fail their save flee for 1 minute. Intelligent undead receive a new saving throw each round to end the effect. If you use channel energy in this way, it has no other effect (it does not heal or harm nearby creatures).</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
165,Two-Weapon Defense,Combat,You are skilled at defending yourself while dual-wielding.,"Dex 15, Two-Weapon Fighting.",Two-Weapon Fighting,"When wielding a double weapon or two weapons (not including natural weapons or unarmed strikes), you gain a +1 shield bonus to your AC. When you are fighting defensively or using the total defense action, this shield bonus increases to +2.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Two-Weapon Defense (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are skilled at defending yourself while dual-wielding.<h5><b>Prerequisites: </b>Dex 15, Two-Weapon Fighting.</h5><h5><b>Benefit: </b>When wielding a double weapon or two weapons (not including natural weapons or unarmed strikes), you gain a +1 shield bonus to your AC. When you are fighting defensively or using the total defense action, this shield bonus increases to +2.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
166,Two-Weapon Fighting,Combat,You can fight with a weapon wielded in each of your hands. You can make one extra attack each round with the secondary weapon.,Dex 15.,,Your penalties on attack rolls for fighting with two weapons are reduced. The penalty for your primary hand lessens by 2 and the one for your off hand lessens by 6. See Two-Weapon Fighting in Chapter 8.,"If you wield a second weapon in your off hand, you can get one extra attack per round with that weapon. When fighting in this way you suffer a -6 penalty with your regular attack or attacks with your primary hand and a -10 penalty to the attack with your off hand. If your offhand weapon is light, the penalties are reduced by 2 each. An unarmed strike is always considered light.",,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Two-Weapon Fighting (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can fight with a weapon wielded in each of your hands. You can make one extra attack each round with the secondary weapon.<h5><b>Prerequisites: </b>Dex 15.</h5><h5><b>Benefit: </b>Your penalties on attack rolls for fighting with two weapons are reduced. The penalty for your primary hand lessens by 2 and the one for your off hand lessens by 6. See Two-Weapon Fighting in Chapter 8.</h5><h5><b>Normal: </b>If you wield a second weapon in your off hand, you can get one extra attack per round with that weapon. When fighting in this way you suffer a -6 penalty with your regular attack or attacks with your primary hand and a -10 penalty to the attack with your off hand. If your offhand weapon is light, the penalties are reduced by 2 each. An unarmed strike is always considered light.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
167,Two-Weapon Rend,Combat,"Striking with both of your weapons simultaneously, you can use them to deliver devastating wounds.","Dex 17, Double Slice, Improved Two-Weapon Fighting, Two-Weapon Fighting, base attack bonus +11.","Double Slice, Improved Two-Weapon Fighting, Two-Weapon Fighting","If you hit an opponent with both your primary hand and your off-hand weapon, you deal an additional 1d10 points of damage plus 1-1/2 times your Strength modifier. You can only deal this additional damage once each round.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Two-Weapon Rend (Combat)</p><div style=""clear: both;""></div></div><div><h5>Striking with both of your weapons simultaneously, you can use them to deliver devastating wounds.<h5><b>Prerequisites: </b>Dex 17, Double Slice, Improved Two-Weapon Fighting, Two-Weapon Fighting, base attack bonus +11.</h5><h5><b>Benefit: </b>If you hit an opponent with both your primary hand and your off-hand weapon, you deal an additional 1d10 points of damage plus 1-1/2 times your Strength modifier. You can only deal this additional damage once each round.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
168,Unseat,Combat,You are skilled at unseating your mounted opponents.,"Str 13, Ride 1 rank, Mounted Combat, Power Attack, Improved Bull Rush, base attack bonus +1.","Mounted Combat, Power Attack, Improved Bull Rush","When charging an opponent while mounted and wielding a lance, resolve the attack as normal. If it hits, you may immediately make a free bull rush attempt in addition to the normal damage. If successful, the target is knocked off his horse and lands prone in a space adjacent to his mount that is directly away from you.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Unseat (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are skilled at unseating your mounted opponents.<h5><b>Prerequisites: </b>Str 13, Ride 1 rank, Mounted Combat, Power Attack, Improved Bull Rush, base attack bonus +1.</h5><h5><b>Benefit: </b>When charging an opponent while mounted and wielding a lance, resolve the attack as normal. If it hits, you may immediately make a free bull rush attempt in addition to the normal damage. If successful, the target is knocked off his horse and lands prone in a space adjacent to his mount that is directly away from you.</h5></div>",0,0,0,0,0,0,0,,,,,0,,Ride 1,0,0,0,0,0,0,0,0,0
169,Vital Strike,Combat,You make a single attack that deals significantly more damage than normal.,Base attack bonus +6.,,"When you use the attack action, you can make one attack at your highest base attack bonus that deals additional damage. Roll the weapon's damage dice for the attack twice and add the results together before adding bonuses from Strength, weapon abilities (such as flaming), precision-based damage, and other damage bonuses. These extra weapon damage dice are not multiplied on a critical hit, but are added to the total.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Vital Strike (Combat)</p><div style=""clear: both;""></div></div><div><h5>You make a single attack that deals significantly more damage than normal.<h5><b>Prerequisites: </b>Base attack bonus +6.</h5><h5><b>Benefit: </b>When you use the attack action, you can make one attack at your highest base attack bonus that deals additional damage. Roll the weapon's damage dice for the attack twice and add the results together before adding bonuses from Strength, weapon abilities (such as flaming), precision-based damage, and other damage bonuses. These extra weapon damage dice are not multiplied on a critical hit, but are added to the total.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
170,Weapon Finesse,Combat,"You are trained in using your agility in melee combat, as opposed to brute strength.",,,"With a light weapon, elven curve blade, rapier, whip, or spiked chain made for a creature of your size category, you may use your Dexterity modifier instead of your Strength modifier on attack rolls. If you carry a shield, its armor check penalty applies to your attack rolls.",,Natural weapons are considered light weapons.,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Weapon Finesse (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are trained in using your agility in melee combat, as opposed to brute strength.<h5><b>Benefit: </b>With a light weapon, elven curve blade, rapier, whip, or spiked chain made for a creature of your size category, you may use your Dexterity modifier instead of your Strength modifier on attack rolls. If you carry a shield, its armor check penalty applies to your attack rolls.</h5><h5><b>Special: </b>Natural weapons are considered light weapons.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
171,Weapon Focus,Combat,"Choose one type of weapon. You can also choose unarmed strike or grapple (or ray, if you are a spellcaster) as your weapon for the purposes of this feat.","Proficiency with selected weapon, base attack bonus +1.",,You gain a +1 bonus on all attack rolls you make using the selected weapon.,,"You can gain this feat multiple times. Its effects do not stack. Each time you take the feat, it applies to a new type of weapon.",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Weapon Focus (Combat)</p><div style=""clear: both;""></div></div><div><h5>Choose one type of weapon. You can also choose unarmed strike or grapple (or ray, if you are a spellcaster) as your weapon for the purposes of this feat.<h5><b>Prerequisites: </b>Proficiency with selected weapon, base attack bonus +1.</h5><h5><b>Benefit: </b>You gain a +1 bonus on all attack rolls you make using the selected weapon.</h5><h5><b>Special: </b>You can gain this feat multiple times. Its effects do not stack. Each time you take the feat, it applies to a new type of weapon.</h5></div>",0,0,0,0,0,0,0,,,,,1,,,0,0,0,0,0,0,0,0,0
